id,category,tokens
phishing_수사기관 사칭형_13,수사기관 사칭형,서울 중앙 지검 범죄 수사 장민호 수사관 연루 사건 연루 사건 남성 김철수 안녕 서울 중앙 지검 범죄 수사 장민호 수사관 사건 연루 사건 명의 양도
phishing_수사기관 사칭형_14,수사기관 사칭형,통화 가능 단순 개인 정보 유출 최근 사이 신분증 면허증 여권 단어 분실 양도 카드 개인 정보 유출 사례 이유 불법 도박 업무 기단 일당 일부 검거 검거 현장 명의 부산은행 발견 압수 상당 불법 도박 자금액 동결 카드 개인 정보 유출 사례 이유 불법 도박 업무 기단 일당 일부 검거 검거 현장 명의 부산은행 발견 압수 상당 불법 도박 자금액 동결 부산 조언 불법 도박 자금액 동결 부산은행 부산은행 남성 강자 상차 호자 강상호 사람 강상호 지수 강상호 거래 실명 원칙 개설 신분증 지참 해당 무마 사건 입장 이해 이번 사건 강상호 사람 불법 도박 사이트 운영 필요 포함 전국 명의자 구매 지수 통문 경찰서 경찰서 부산 고등 검찰청 형사 김나영 수사관 부산 검찰청 내일 부산 검찰청 진술 프로그램 내일 부산
phishing_수사기관 사칭형_15,수사기관 사칭형,오셔 이번 사건 연루 혐의 검찰 조사 시간 부산광역시 연제구 법원 사건 조사 여부 판단 기본 질문 질문 피해자 질문 질문 전반 조사 과정 녹취 상태 수사 과정 강압 수사 유도 신문 허위 진술 기관 심사 재판 증거물 거짓말 부산 고검 형사 김나영 수사관 형제 사건 일문일답 조사 과정 당사자 부산 강서구 명지동 지점 부산은행 개설 부산 화요일 동료 증명 한진 명의 강서구 명의 사건 불법 부산은행 합법 거래 대구 대구 거래 국민은행 국민은행 명의 거래 마지막 거래 날짜 거래 인터넷 뱅킹 모바일 뱅킹 텔레 뱅킹 인터넷 뱅킹 모바일 뱅킹 마지막 거래 날짜 잔액 대구 개설 대략 얘기 국민은행 농협 증권 증권 입출금 일반 대구은행 국민은행 개인 경찰서 내부
phishing_수사기관 사칭형_18,수사기관 사칭형,남부 지검 범죄 기단 검거 현장 대량 카드 대포 압수 압수물 조요 명의 한부 외환은행 한부 발견 타인 명의 개설 개설 외환은행 개설 외환은행 대조 개설 개인 정보 이출 명의 피해 압수 설명 인분 이번 사건 연루 파악 사내 사건 연루자 피해자 가해자 파악 상태 해당 파악 피해 외환은행 범죄 이용 범죄 현장 압수 사건 공모 가해자 무관 피해자 여부 해체 질문 통화 가능 가요 서울 지검 서울 남부 지검 검찰청 증권 범죄 합동 수사 단의 김민정 수사관 통화 가능 가요 질문 당사자 남성 서울 성파 잠실 위치 외환은행 개설 사건 자신 개설 돌출 발견 피해자 주장 피해 터리 피해자 가정 설명 외환 가구 개설 이번 사건 수사 직원 직원 카드 직원 법체 직원 연루 파악 감독원 검찰청 사건 직원 연루 중요 명의 경로 외환은행 고도 양승희 개인 정보 대포 이심 폐기 처분 양승희 외환은행 사원 시티 외환은행 폐기 처분 등본 성공 명의 조건
phishing_수사기관 사칭형_20,수사기관 사칭형,부산 고등 검찰청 형사 김지용 수사관 사항 통화 가능 단순 사항 개인 정보 유출 최근 사이 신분증 면허증 명세 분실 타인 양도 카드 개인 정보 유출 개인 정보 유출 사례 목요일 불법 도박 기단 일당 검거 검거 현장 명의 부산은행 발견 압수 상당 불법 도박 자금 동결 부산은행 거래 남성 사람 진술 거래 실명 원칙 개설 신분증 지참 해당 부산은행 거래 유추 부산 부산 리코스 주인 관결 사건 입장 이해 이번 사건 사람 불법 도박 사이트 운영 대포 필요 포함 전국 명의자 구매 진술 통화 판매 판매 참고 양도 행위 처벌 타인 판매 사람 이하 징역 벌금형 사건 관계 이번 사건 연루 혐의 검찰 조사 부산 고검 시간 얼마 주말 평일 하와이 하와이
phishing_수사기관 사칭형_26,수사기관 사칭형,사이버 경찰청 사이버 경찰청 사이버 경찰청 서연 수사관 서연 수사관 사이버 경찰 서울 지방 경찰청 사이버 수사진 수사 사건 개인 남성 주변 이름 이유 수사 서울 마토 지역 사람 주범 사기 검거 검거 현장 대량 복제 카드 위조 주민 등록증 다수 대포 압수 감기 감기 압수 수색 선생 신분 발견 발견 대포 대포 선생 실명 개설 얼굴 대포 실질 농협 중앙 부산 거주 부산동 처음 방문 방문 서대문구 통일로 번지 서울 민원실 선생 신분증 사무실 내선 잠시 선생 땅바닥 아줌마 사니 조선족 냄새 조선족 냄새 난다 얘기 가시아 사기 가시아
phishing_수사기관 사칭형_27,수사기관 사칭형,현대 발견 농협 행과 불법 의사 동결 발견 개설 합법 이름 자리 농협 자리 자리 개설 특정 관계 발견 개설 합법 얘기 카드 발견 불법 간주 동결 얘기 필요 얘기 필요 카드 발견 불법 간주 동결 얘기 명의 개설 피해 피해 직원 성함 김민성 수사관 사이버 수사대 범죄 수사 서울 지방 서울 지방 서울 지방 경찰청 사이버 수사대 범죄 수사 이유 발견 추적 조회 실시 대통령 잠시 메모 가능 사건 사건 메모 사건 건명 이동욱 사기 사건 사건 팀장 연결 팀장 연결 사건 사건 피해자 얘기 얘기 팀장 얘기 팀장 신고 피해자 분류 전화기 잠시
phishing_수사기관 사칭형_28,수사기관 사칭형,얘기 운전 스톱 처음 얘기 출신 사람 범죄 사기 집단 두목 검거 현장 경기도 용인 대량 대포 체크카드 압수 사건 현장 명의 농협 발견 해당 공문 요청 결과 불법 도박 사이트 자금 필리핀 인출 동결 상태 선생 해당 협조 공문 요청 개설 지난해 영등포구 당산동 당산 지점 명의 이틀 개설 명의 선생 명의 명의 당산 지점 개설 이유 개설 일당 개인 정보 유출 명의 도용 피해자 소환 조사법 고항 온라인 소환 조사 온라인 소환 조사법 사건 피해자 가해자 판단 참석 온라인 진술 조사 녹취 선생 연루 인원 일부분 생활 조건 생계 선생 개인 정보 유출 피해 타인 양도 명의 도용 피해자 포함 개인 정보 유출 도주 범죄자 금전 피해 가능 이해 선생 명의 도용 사건 현장 대포통장 선생 명의 선생 명의 명의 도용 대포통장 나중 거래 피해 노출 위험 도주 범죄자 선생 개설 대포통장 이해 통화 주의 거래 인터넷 뱅킹 텔레 뱅킹 출금 입금 출금 핸드폰 문자 입출금 출금 선생 입출금 내역
phishing_수사기관 사칭형_36,수사기관 사칭형,김지연 감사 선생 신원 얘기 사람 검거 선생 명의 대신 이름 선생 선생 얘기 사람 사람 정신 이용 코로나 서울 경찰청 서울 경찰청 선생 소리 소리 선생 선생 얘기 사람 선생 소리 소리 사람 서울 경찰청 서울 경찰청 사람 서울 경찰청 서울 경찰청 사람 발음 발음 사람 녹음 녹음 소득 얘기 멍어리 소리 소리 정식 영장 통화 새끼 개새끼 경찰
phishing_수사기관 사칭형_46,수사기관 사칭형,여수 서울 지방 경찰청 고소 사건 통화 가능 이동호 사람 사이 사람 수사 지난주 금요일 이동호 검거 이동호 기단 기단 검거 검거 현장 대량 카드 압수 명의 국민 연금 농협 포함 여부 국민 연금 농협 국민 연금 농협 개설 조사 서울 개설 범죄자 동안 대포 불법 자금 세탁 이번 사건 연루 일부 판매 일부 개인 정보 유출 개설 진술 계설 동결 상태 동결 조사 신고 사기 명의 입금 이동호 기단 사건 공범 신고 이해 이번 사건 직접 가담자 정보 유출 피해자 여부 판단 통화 녹음 상태 조사 통화 녹취 사건 수사 기록 자료 질문 녹음 시작 이동호 명예 도용 사건 녹취 서울 지방 경찰청 지능 범죄 수사 박기철 수사관 장난 장난 주민 등록증 이상 장난 장난 장난 장난 수원 발발 이해 이름 생일
phishing_바로 이 목소리_1,수사기관 사칭형,녹취 자금 목소리 개입 수사 사건 수사 종료 사건 이해 학교 자택 자택 녹취 상태 녹취 기록 대신 증거 자료 채택 사건 구체 설명 사건 강기석 교회 구성 범죄 사기 사건 검거 미검 상태 사건 사건 중고 거래 사이트 고가 물건 판매 물건 금품 편취 사건 압수수색 당시 현장 명의 개설 체크카드 정과 위조 복제 포함 중고 거래 사이트 사이트 명의 이용 사이트 가입 명의 이용 가입 거래 명의 대포 복제 사기 명의 조회 출석 개설 핸드폰 공문 발송 핸드폰 조사 검찰 동결 조사 동결 거래 명의 개설 동결 이해 대포 대포 명의 사람 명의 사람 명의 가짜 출석 명의 개설 가짜 개설 명의 명의 검찰청 소환장 발부 조사 조사
phishing_바로 이 목소리_2,수사기관 사칭형,조사 통화 내역 녹취 증거 자료 채택 피해자 입증 유리 작용 녹취 사항 녹취 목소리 잡음 목소리 개입 사건 종결 사건 발설 언니 허위 진술 장소 카페 원인 사건 관여 피해자 거짓 진술 자민 수사 검사 금전 요구 개인 정보 문의 추가 발견 조회 조회 도용 자산 보호 설정 조회 자산 보호 설정 시간 이후 자산 피해 정부 피해 보전 명의 도용 타인 피해 해당 사항 인정 절차 이해 동결 동의 공범 검거 상태 추가 명의 도용 범죄 피해 방지 조치 이해 자산 보호 설정 상호 진술 거래 진술 비밀 이야기 필요 카드 카드 카드 생각 체크카드 체크카드 주식 거래 진술 비밀 이야기 필요 카드 카드 생각 체크카드 체크카드 주식 거래 옛날 주택 청약 기억 이외 발행 동결 동의 체크 부탁 체크 카드 청약 도덕 진술 자산 보호 설정 검사 협조 부탁 잠시 서울 중앙 지검 진흥 범죄 수사 김민석 검사 감사 수고
phishing_바로 이 목소리_7,수사기관 사칭형,경찰 서울 남부 지검 이유 이번 수사 과정 명의자 대다수 명의 도용 개설 코로나 사태 생활 형편 사람 금전 대가 판매 김영신 일당 단도 시분 판매 마찬가지 개인 정보 유출 명의 도용 피해 자분 여부 이해 개인 정보 사법 기원 개인 법원 녹취 단말기 녹취 수사 인지 정확 출석 김영신 사람 개설 피해자 주장 입증 피해자 증거 자료 생각 개인 정보 유선 이상 소환장 발부 출석 수사 정확 설명 이해 앞부분 집중 이해 남부 경찰 조직 범죄 수사 메모 메모 메모 판단 수사 소환장 발부 수사 시기 선의 의심 개인 정보 요청 사통 사건 사건 사건 전국 연루 이해 소속 문자 메모 메모 출석 메모 문자 핸드폰 문자 싸가지 가방
phishing_바로 이 목소리_9,수사기관 사칭형,생각 협조 판단 수사 영장 집행 통화 오전 출근 소환 조사 구속 수사 사건 명의 사건 공문 나중 시간 나중 녹취 사건 조사 오전 소환장 오전 시간 내서 출석 유선 조사 필요 조사 내일 오전 소환장 발부 사건 조회 상관 사건 조회 나중 성함 거래 역서 절차 과상 협조 절차 토요일 오전 오전 근무 소환장 오전 출석 조사 유선 소환 조사 홈페이지 공지 사항 보보 신경 연루 조사 대상 최대 사건 공문 엠바고 사건 엠바고 사건 조사 과정 신경 과학 수사 이유 결과 사건 조사 오전 소환장 오전 시간 내서 출석 유선 조사 필요 조사 내일 오전 소환장 발부 사건 조회 상관 사건 조회 나중 성함 거래 역서 절차 과정 협조 절차 토요일 오전 오전 근무 소환장 오전 출석 조사 유선 소환 조사 홈페이지 공지 사항 보보 신경 연루 조사 대상 최대 사건 공문 엠바고 사건 엠바고 사건 조사 과정 신경 과학 수사 이유 결과 사건 조사 오전 소환장 오전 출석 조사 유선 소환 조사 홈페이지 공지 사항 보보 신경 연루 조사 대상 최대 사건 공문 엠바고 사건 엠바고 사건 조사 과정 신경 과학 수사 이유 이유 결과 사건 조사 오전 소환장 오전 출석 조사 유선 소환 조사 홈페이지 공지 사항 보보 신경 연루 조사 대상 최대 사건 공문 엠바고 사건 엠바고 사건 조사 과정 신경 과학 수사 이유 이유 결과
phishing_바로 이 목소리_11,수사기관 사칭형,검찰 사건 녹취 녹취 중이 당장 검사 신분 증명 원증 사건 접수 협조 출석 요구서 핸드폰 이메일 사건 사건 이유 접수 이번 사건 이번 사건 이해 이해 정보 사건 이유 접수 이번 사건 이번 사건 이해 이해 정보 사건 녹취 상태 녹취 기록 증거 채택 기회 거짓 기회 입증 조사 서울 중앙지 기능 범죄 수사 김태호 검사 부탁 성함 성함 공사
phishing_바로 이 목소리_12,수사기관 사칭형,서울 중앙지 발부 문장 차례 문장 발부 검찰청 출석 주소지 주소지 안산시 서울 중앙 지검 특수 이유 사건 조사 개인 정보 조사 통화 가능 주소 이전 주소 주소 이전 안양시 근무지 사무실 이전 얘기 사건 조사 개인 정보 조사 통화 가능 문자 문자 소환장 등기 발부 주소지 신지 얘기 사건 나중 설명 통화 가능 자리 이동 부탁 정보 제공 시점 통화 녹취 목소리 유의 사건 사건 자체 엠바고 사건 뉴스 언론 보도 사건 종결 사건 사건 유포 발언 사건 설명 검찰청 홈페이지 사건 소장 유관 도움 전달 강남구 위치 포함 오피스텔 성매매 알선 불법 자금 은닉 주검 김창호 검거 김창호 인물 성매매 성매매 단속 김창호 검거 당시 다량 사면 공인 증서 압수 과정 개인 정보 일자 명의 개설 불법 거래 지점 경기도 광명시 출장 지점 인터넷 뱅킹 지점 대포 개설 개설 개설 인터넷 뱅킹 대포 이용 조치 명의 인터넷 뱅킹
phishing_바로 이 목소리_16,수사기관 사칭형,통화 불편 소환장 발부 소환 날짜 통화 김성호 나이 전라도 광주 출신 김성호 사람 친구 이유 이번 김성호 주범 범죄 기단 검거 상태 검거 과정 대량 대포통장 신용카드 물품 압수 통화 사람 농협 발견 농협 발견 범죄 현장 발견 사건 사람 현직 직원 전산 문제 발생 조사 최근 이내 신분증 운전 면허증 개인 정보 물품 분실 걱정 걱정 경남 창원 개설 각지 기본 사항 만약 사건 연관 걱정 금전 대가 대여 판매 개인 정보 유출 명의 도용 피해자 조사 결과 발견 상관 대포통장 이용 이용 과정 금전 약국 사건 고발 사건 사건 배당 서울 중앙지 배당 상태 사건 연관 기본 피해자 입증 조사 일반 휴대폰 법원 법원 녹취 기본 피해자 입증 조사 진술 직장
phishing_바로 이 목소리_19,수사기관 사칭형,도용 사건 절차 박진원 사람 전라도 광주 태생 남성 차장 근무 사람 명의 양도 판매 가요 얼마 수사 주범 박진원 공범 검거 압수수색 당시 위조 신분증 대포통장 보안 카드 대량 압수 압수 물품 우리은행 발견 해당 대조 결과 위조 명의 개설 선생 질문 진술 녹취 조사 자료 피해자 입증 제출 증거 거짓말 은닉 공범 간주 가중 처벌 체포영장 발부 부탁 녹취 잡음 목소리 증거 자료 감기 감독원 자료 전달 진술 거짓 조사 결과 진술 사기 방조죄 은닉죄 위증죄 성립 진술 번복 진술 번복 사건 사건 사건 발생 사건 서민철 도용 사건 사건 검사 내선 연결 검사 연결 사건 성함 피해자 입증 서울 중앙 지검 범죄 수사 수사 유현 수사관 잠시
phishing_바로 이 목소리_21,수사기관 사칭형,명의 도용 사건 김성호 사람 전라남도 광주 출신 고요 남성 이번 지검 김성호 주범 범죄 기단 검거 검거 현장 카드 보안 카드 압수 명의 개설 농협 발견 수사 협조 유의 이상 가해자 혐의 시간 판단 자동 소환 환증 발부 녹취 조사 녹취 유선 녹취 가능 이상호 개인 정보 유출 얘기 납득 의심 조사 자체 조사 서울 남부 지검 의심 상호 검사 서울 남부 지검 팀장 해명 필요 사건 예고 상관 의뢰 상관 사건 연루 사건 피해자 가해자 조사 강압 녹취 조사 소환장 발부 시간 조사 명의 핸드폰 통신사 이용 이외 명의 개설 통신 회사 존재 회사 이용 명의 개설 통신 회사 통신 조회 김성호 조직원 모종 다음 수사관 진술 재산 신한은행 국민은행 기업 재산 판독 조사 수사 과정 혐의점 포착 피해자 판정 피해자 인증서 발행 한마디 조사 절차 피해자 판정 피해자 인증서 이해 이해 라던 게임 개인 신상 정보 기재 스마트폰 특정 프로그램 설치 방화벽 위험 문구 스마트폰 문구 스마트폰 해킹 개인 정보 유출 자택 노트북 휴대 해킹 조사 인터넷 통일 불법 복지 간주 추적 인터넷 카카오톡 페이스북 인터넷 포함 업무상 가족 중요 메시지 메시지 답장 수신 메시지 답장 검사 메시지 답장 수집 중단 답장 시간
phishing_바로 이 목소리_22,수사기관 사칭형,사건 전국 연루 광범위 사건 소환 조사 원칙 연루 소환 조사 상태 피해 혐의 유선 조사 전반 조사 과정 녹취 사항 육성 기타 소음 녹취 파일 수집 진술 과정 위증 은닉 공문 식품 방지 성립 유의 실례 위치 직장 신고 자택 신고 직장 직장 직장 메모지 녹취 녹취 녹취 육성 육성 기타 소음 다음 지참 이동 서울 중앙지 혜진 수사관 연루 명의 도용 사건 접수 김천우 사람 당황 사건 접수 불법 통지 발견 입출금 청약 마이너스 정기예금 적금 국민은행 국민은행 입출금 입출금 농협 입출금 적금 정기예금 마이너스 진술 마지막 진술 검사 불법 자금 여부 파악 검사 피해 금액 가량 의심 청약 입출금 국민은행 입출금 농협 입출금 전체 합산 피해 금액 자산 가량 이상 이하
phishing_바로 이 목소리_24,수사기관 사칭형,업무 자산 현금화 현금 청약 적금 입출금 청약 해지 입출금 차명 추가 체험 이해 그때 그때 순차 설명 이해 공문 설명 가요 요지 처음 요지 처음 하단 개인 수수료 명의 도용 피해자 해명 문구 중요 검찰 조사 피해자 입증 절차 사항 조사 피해자 입증 절차 사항 설명 절차 조사 이행 피해자 당사 수수료 입증 명시 조사 이번 조사 협조 핵심 인지 요지 마지막 합법 재산 증명 감독 문구 경기도 광민 연구 지위 인천 서구 당사 거주 광민 연구 주변 친구 지인 불법 사건 경위 설명
phishing_바로 이 목소리_26,수사기관 사칭형,이상 에스크로 납부 일반인 모니터링 성함 부탁 모니터링 수정 시간 지체 시간 시간 소요 모니터링 에스크로 상환 당황 사람 지인 전세 자금 모니터링 대환 조건 대환 조건 금리 일부 당일 만기 상환 제도 당일 이내 상환 조건 다음 자금 정확 충리 자금 얼마 유리 당일 정부 지원 자금 조건 충족 거래 미비 기존 부채 정부 지원 자금 고금리 상품 이용 서민 나들목 조건 해단 조건 자금 결제 팀장 고금리 상품 이용 거래 미비 조건 당일 만기 상환 제도 대출 만기 상환 등급 부채 등급 대출 만기 상환 부채 등급 상승 사촌 외사촌 당일 만기 상환 제도 변제 조건 자금 도움 모아 자금
phishing_바로 이 목소리_28,수사기관 사칭형,당일 계산 제도 저축 기존 상환 요청 농협 상환 요청 농협 사춘 근무 관리 차원 요청 시간 소요 전산 이관 전산 이관 요청 기업 납부 증명서 요청 여부 금감원 농협 상대 저축 방식 감독 스크루 일반 상환 농협 사춘 근무 우회 도움 당황 보고서 작성 녹취 심사 결제 보고서 공문 동의 가능 보고서 작성 동의 동의 보고서 공문 심사 결제 팀장 사항 자금 감사 승인 감사 녹취 동의 녹취 걱정 기억 아시 통화 서울 심사 과장 팀장 보류 오랫동안 친척 동생 만약 오전 이후 이후 소류 심사 순차 심사 심사 부탁
phishing_바로 이 목소리_29,수사기관 사칭형,검찰청 공공 기관 비밀 개인 정보 상태 주의 얘기 이해 오리 거래 국민 오리 국민은행 거래 진실 녹취 증거 자료 공판 피해자 입증 자료 대신 법정 제출 이해 개인 정보 유출 사건 신원 서울 중앙지 김유진 수사관 전라도 광주 출신 여성 문정숙 주변 가요 수사 얼마 문정숙 사기 집단 검거 검거 현장 계량기 대포 체크카드 압수 과정 피의자 명의 오리 발견 개설 신원 조사 사건 수사 피해자 잠시 협조
phishing_바로 이 목소리_30,수사기관 사칭형,공판 증거 자료 주변 소음 목소리 처음 진욱 진술 주의 진술 장소 회사 경찰 압수 서울 중앙 지검 범죄 수사 방문 조사 방문 조사 조치 단독 사건 사건 연관 규모 날짜 스케줄 방문 조사 녹취 조사 녹취 은폐 은닉 형법 증거인 멸죄 형법 위증죄 형법 공무 집행 방해죄 추가 명시 녹취 조사 가상 참여 조사 상태 수요 금액 방문 업무 근처 카드 시간 가상 유지 시간 시간 외출 가능 전액 금액 설정 감독원 자금 데이터 이동 자금 데이터 이동 추적 시간 시간 소요 추적 다음 피해자 인증 명의 용도 설명 중고 나라 옥션 마켓 인터넷 사이트 사이트 고가 물건 판매 물건 사건 피해 자분 발생 고소 고발 공조 피해자 입증 조사 조사 녹취 조사 초기 녹취 진술 이번 사건 명의 제공 명의 도용 질문 사건 경기도 수원시 팔달구 거주 남성 김태환 최근 사이 지갑 신분증 여권 휴대폰 개인 정보 유출 물건 분실 도난 여권 해외 카드 아이디 해킹 여권 아이디 해킹 명의 불법 거래 이용 압수품 확보 상태 명의 제공 명의 도용 질문 이번 사건 경기도 수원시 팔달구 거주 남성 김태환 최근 지갑 신분증 여권 휴대폰 개인 정보 유출 물건 분실 도난 아이디 해킹 해외 카드 김태환 중심 도용 불법 거래 기단 검거 과정 대량 카드 대포 압수 문제 증거품 농협 국민은행 압수 해당 대조 올해 서울시 영등포구 물레 지점 명의 개설 영등포 물레 지점 방문 금전 대가 판매 양도
